clean cache ok! cache_array[9705509]:8
platform,operation,access_pattern,io_size(B),blcok_size(B),data_space_size(MB),count,avg_latency(ns),throughput(op/s),bandwidth(MB)
PMEM,write,random,32,16384,256,16384,791.28,1263775,38
PMEM,read,random,32,16384,256,16384,217.491,4597892,140
PMEM,write,random,32,32768,256,8192,773.139,1293428,39
PMEM,read,random,32,32768,256,8192,215.117,4648636,141
PMEM,write,random,32,65536,256,4096,738.167,1354707,41
PMEM,read,random,32,65536,256,4096,218.349,4579826,139
PMEM,write,random,32,131072,256,2048,667.869,1497300,45
PMEM,read,random,32,131072,256,2048,232.674,4297861,131
PMEM,write,random,32,262144,256,1024,643.458,1554102,47
PMEM,read,random,32,262144,256,1024,234.591,4262741,130
PMEM,write,random,32,524288,256,512,595.602,1678974,51
PMEM,read,random,32,524288,256,512,232.512,4300858,131
PMEM,write,random,32,1048576,256,256,507.023,1972295,60
PMEM,read,random,32,1048576,256,256,256.996,3891109,118
PMEM,write,random,64,64,256,4194304,318.973,3135061,191
PMEM,read,random,64,64,256,4194304,223.832,4467639,272
PMEM,write,random,64,128,256,2097152,316.435,3160211,192
PMEM,read,random,64,128,256,2097152,233.56,4281553,261
PMEM,write,random,64,256,256,1048576,313.074,3194137,194
PMEM,read,random,64,256,256,1048576,222.748,4489380,274
PMEM,write,random,64,512,256,524288,319.119,3133630,191
PMEM,read,random,64,512,256,524288,235.436,4247433,259
PMEM,write,random,64,1024,256,262144,365.295,2737516,167
PMEM,read,random,64,1024,256,262144,231.158,4326046,264
PMEM,write,random,64,2048,256,131072,476.079,2100493,128
PMEM,read,random,64,2048,256,131072,234.287,4268268,260
PMEM,write,random,64,4096,256,65536,467.097,2140882,130
PMEM,read,random,64,4096,256,65536,228.326,4379697,267
PMEM,write,random,64,8192,256,32768,776.074,1288536,78
PMEM,read,random,64,8192,256,32768,242.977,4115607,251
PMEM,write,random,64,16384,256,16384,793.213,1260695,76
PMEM,read,random,64,16384,256,16384,223.221,4479867,273
PMEM,write,random,64,32768,256,8192,773.819,1292291,78
PMEM,read,random,64,32768,256,8192,230.884,4331171,264
PMEM,write,random,64,65536,256,4096,739.76,1351789,82
PMEM,read,random,64,65536,256,4096,221.836,4507840,275
PMEM,write,random,64,131072,256,2048,663.058,1508163,92
PMEM,read,random,64,131072,256,2048,231.496,4319727,263
PMEM,write,random,64,262144,256,1024,649.233,1540278,94
PMEM,read,random,64,262144,256,1024,221.375,4517221,275
PMEM,write,random,64,524288,256,512,616.686,1621571,98
PMEM,read,random,64,524288,256,512,247.271,4044137,246
PMEM,write,random,64,1048576,256,256,496.574,2013797,122
PMEM,read,random,64,1048576,256,256,263.078,3801152,232
PMEM,write,random,128,128,256,2097152,368.038,2717109,331
PMEM,read,random,128,128,256,2097152,317.291,3151683,384
PMEM,write,random,128,256,256,1048576,338.251,2956383,360
PMEM,read,random,128,256,256,1048576,445.006,2247159,274
PMEM,write,random,128,512,256,524288,340.925,2933194,358
PMEM,read,random,128,512,256,524288,329.226,3037426,370
PMEM,write,random,128,1024,256,262144,386.636,2586409,315
PMEM,read,random,128,1024,256,262144,452.85,2208235,269
PMEM,write,random,128,2048,256,131072,491.593,2034202,248
PMEM,read,random,128,2048,256,131072,317.478,3149822,384
PMEM,write,random,128,4096,256,65536,480.771,2079990,253
PMEM,read,random,128,4096,256,65536,456.407,2191024,267
PMEM,write,random,128,8192,256,32768,787.838,1269295,154
PMEM,read,random,128,8192,256,32768,333.432,2999111,366
PMEM,write,random,128,16384,256,16384,800.287,1249552,152
PMEM,read,random,128,16384,256,16384,452.096,2211918,270
PMEM,write,random,128,32768,256,8192,783.829,1275788,155
PMEM,read,random,128,32768,256,8192,317.38,3150798,384
PMEM,write,random,128,65536,256,4096,747.447,1337887,163
PMEM,read,random,128,65536,256,4096,429.324,2329243,284
PMEM,write,random,128,131072,256,2048,685.008,1459837,178
PMEM,read,random,128,131072,256,2048,325.231,3074733,375
PMEM,write,random,128,262144,256,1024,679.283,1472140,179
PMEM,read,random,128,262144,256,1024,457.743,2184631,266
PMEM,write,random,128,524288,256,512,628.201,1591846,194
PMEM,read,random,128,524288,256,512,323.652,3089735,377
PMEM,write,random,128,1048576,256,256,601.719,1661905,202
PMEM,read,random,128,1048576,256,256,446.66,2238838,273
PMEM,write,random,256,256,256,1048576,431.713,2316354,565
PMEM,read,random,256,256,256,1048576,661.524,1511660,369
PMEM,write,random,256,512,256,524288,430.649,2322074,566
PMEM,read,random,256,512,256,524288,658.572,1518437,370
PMEM,write,random,256,1024,256,262144,457.075,2187826,534
PMEM,read,random,256,1024,256,262144,717.641,1393453,340
PMEM,write,random,256,2048,256,131072,556.45,1797107,438
PMEM,read,random,256,2048,256,131072,716.612,1395456,340
PMEM,write,random,256,4096,256,65536,527.888,1894340,462
PMEM,read,random,256,4096,256,65536,672.517,1486952,363
PMEM,write,random,256,8192,256,32768,828.173,1207476,294
PMEM,read,random,256,8192,256,32768,707.202,1414022,345
PMEM,write,random,256,16384,256,16384,839.192,1191622,290
PMEM,read,random,256,16384,256,16384,748.744,1335570,326
PMEM,write,random,256,32768,256,8192,823.61,1214167,296
PMEM,read,random,256,32768,256,8192,760.215,1315417,321
PMEM,write,random,256,65536,256,4096,799.89,1250171,305
PMEM,read,random,256,65536,256,4096,719.284,1390271,339
PMEM,write,random,256,131072,256,2048,744.295,1343552,328
PMEM,read,random,256,131072,256,2048,680.402,1469719,358
PMEM,write,random,256,262144,256,1024,740.824,1349847,329
PMEM,read,random,256,262144,256,1024,715.438,1397746,341
PMEM,write,random,256,524288,256,512,741.242,1349086,329
PMEM,read,random,256,524288,256,512,733.562,1363210,332
PMEM,write,random,256,1048576,256,256,671.734,1488683,363
PMEM,read,random,256,1048576,256,256,666.727,1499865,366
PMEM,write,random,512,512,256,524288,706.696,1415035,690
PMEM,read,random,512,512,256,524288,1308.64,764151,373
PMEM,write,random,512,1024,256,262144,727.407,1374745,671
PMEM,read,random,512,1024,256,262144,1308.59,764182,373
PMEM,write,random,512,2048,256,131072,787.055,1270559,620
PMEM,read,random,512,2048,256,131072,1309.17,763843,372
PMEM,write,random,512,4096,256,65536,792.14,1262403,616
PMEM,read,random,512,4096,256,65536,1306.51,765396,373
PMEM,write,random,512,8192,256,32768,923.71,1082591,528
PMEM,read,random,512,8192,256,32768,1309.6,763589,372
PMEM,write,random,512,16384,256,16384,960.523,1041099,508
PMEM,read,random,512,16384,256,16384,1305.33,766086,374
PMEM,write,random,512,32768,256,8192,979.776,1020641,498
PMEM,read,random,512,32768,256,8192,1315.93,759919,371
PMEM,write,random,512,65536,256,4096,957.4,1044495,510
PMEM,read,random,512,65536,256,4096,1311.87,762271,372
PMEM,write,random,512,131072,256,2048,991.858,1008208,492
PMEM,read,random,512,131072,256,2048,1338.24,747252,364
PMEM,write,random,512,262144,256,1024,943.692,1059667,517
PMEM,read,random,512,262144,256,1024,1430.64,698986,341
PMEM,write,random,512,524288,256,512,972.529,1028246,502
PMEM,read,random,512,524288,256,512,1339.06,746792,364
PMEM,write,random,512,1048576,256,256,1086.96,919992,449
PMEM,read,random,512,1048576,256,256,1351.42,739961,361
PMEM,write,random,1024,1024,256,262144,1078,927644,905
PMEM,read,random,1024,1024,256,262144,2696.67,370827,362
PMEM,write,random,1024,2048,256,131072,1239.54,806751,787
PMEM,read,random,1024,2048,256,131072,2620.2,381649,372
PMEM,write,random,1024,4096,256,65536,1076.57,928879,907
PMEM,read,random,1024,4096,256,65536,2629.95,380235,371
PMEM,write,random,1024,8192,256,32768,1350.66,740378,723
PMEM,read,random,1024,8192,256,32768,2623.89,381114,372
PMEM,write,random,1024,16384,256,16384,1353.52,738815,721
PMEM,read,random,1024,16384,256,16384,2633.25,379758,370
PMEM,write,random,1024,32768,256,8192,1348.13,741769,724
PMEM,read,random,1024,32768,256,8192,2623.66,381147,372
PMEM,write,random,1024,65536,256,4096,1336.61,748159,730
PMEM,read,random,1024,65536,256,4096,2652.08,377062,368
PMEM,write,random,1024,131072,256,2048,1326.56,753829,736
PMEM,read,random,1024,131072,256,2048,2763.75,361826,353
PMEM,write,random,1024,262144,256,1024,1331.17,751217,733
PMEM,read,random,1024,262144,256,1024,2612.25,382812,373
PMEM,write,random,1024,524288,256,512,1344.33,743867,726
PMEM,read,random,1024,524288,256,512,2610.54,383062,374
PMEM,write,random,1024,1048576,256,256,1329.86,751956,734
PMEM,read,random,1024,1048576,256,256,2608.63,383343,374
PMEM,write,random,8,8,512,67108864,242.406,4125305,31
PMEM,read,random,8,8,512,67108864,213.133,4691906,35
PMEM,write,random,8,16,512,33554432,242.363,4126034,31
PMEM,read,random,8,16,512,33554432,212.195,4712646,35
PMEM,write,random,8,32,512,16777216,242.813,4118389,31
PMEM,read,random,8,32,512,16777216,213.185,4690763,35
PMEM,write,random,8,64,512,8388608,243.142,4112818,31
PMEM,read,random,8,64,512,8388608,212.112,4714500,35
PMEM,write,random,8,128,512,4194304,241.504,4140726,31
PMEM,read,random,8,128,512,4194304,213.616,4681287,35
PMEM,write,random,8,256,512,2097152,239.74,4171185,31
PMEM,read,random,8,256,512,2097152,211.284,4732963,36
PMEM,write,random,8,512,512,1048576,245.414,4074739,31
PMEM,read,random,8,512,512,1048576,210.814,4743527,36
PMEM,write,random,8,1024,512,524288,292.597,3417666,26
PMEM,read,random,8,1024,512,524288,211.168,4735574,36
PMEM,write,random,8,2048,512,262144,398.502,2509398,19
PMEM,read,random,8,2048,512,262144,215.242,4645939,35
PMEM,write,random,8,4096,512,131072,396.12,2524486,19
PMEM,read,random,8,4096,512,131072,219.094,4564249,34
PMEM,write,random,8,8192,512,65536,765.458,1306408,9
PMEM,read,random,8,8192,512,65536,212.001,4716952,35
PMEM,write,random,8,16384,512,32768,780.696,1280907,9
PMEM,read,random,8,16384,512,32768,213.404,4685946,35
PMEM,write,random,8,32768,512,16384,767.977,1302122,9
PMEM,read,random,8,32768,512,16384,213.464,4684641,35
PMEM,write,random,8,65536,512,8192,745.84,1340769,10
PMEM,read,random,8,65536,512,8192,211.543,4727172,36
PMEM,write,random,8,131072,512,4096,677.616,1475761,11
PMEM,read,random,8,131072,512,4096,212.46,4706769,35
PMEM,write,random,8,262144,512,2048,670.4,1491646,11
PMEM,read,random,8,262144,512,2048,213.03,4694168,35
PMEM,write,random,8,524288,512,1024,643.022,1555155,11
PMEM,read,random,8,524288,512,1024,234.904,4257052,32
PMEM,write,random,8,1048576,512,512,597.156,1674603,12
PMEM,read,random,8,1048576,512,512,246.812,4051658,30
PMEM,write,random,16,16,512,33554432,243.325,4109724,62
PMEM,read,random,16,16,512,33554432,218.571,4575177,69
PMEM,write,random,16,32,512,16777216,243.475,4107191,62
PMEM,read,random,16,32,512,16777216,215.753,4634936,70
PMEM,write,random,16,64,512,8388608,243.684,4103668,62
PMEM,read,random,16,64,512,8388608,213.694,4679580,71
PMEM,write,random,16,128,512,4194304,240.865,4151697,63
PMEM,read,random,16,128,512,4194304,213.832,4676575,71
PMEM,write,random,16,256,512,2097152,239.901,4168393,63
PMEM,read,random,16,256,512,2097152,210.958,4740280,72
PMEM,write,random,16,512,512,1048576,246.313,4059881,61
PMEM,read,random,16,512,512,1048576,210.673,4746694,72
PMEM,write,random,16,1024,512,524288,293.675,3405120,51
PMEM,read,random,16,1024,512,524288,212.334,4709563,71
PMEM,write,random,16,2048,512,262144,398.532,2509207,38
PMEM,read,random,16,2048,512,262144,212.188,4712811,71
PMEM,write,random,16,4096,512,131072,395.926,2525724,38
PMEM,read,random,16,4096,512,131072,214.515,4661676,71
PMEM,write,random,16,8192,512,65536,763.428,1309881,19
PMEM,read,random,16,8192,512,65536,214.666,4658403,71
PMEM,write,random,16,16384,512,32768,779.2,1283366,19
PMEM,read,random,16,16384,512,32768,213.33,4687566,71
PMEM,write,random,16,32768,512,16384,766.009,1305468,19
PMEM,read,random,16,32768,512,16384,214.182,4668918,71
PMEM,write,random,16,65536,512,8192,745.458,1341457,20
PMEM,read,random,16,65536,512,8192,216.136,4626711,70
PMEM,write,random,16,131072,512,4096,676.804,1477533,22
PMEM,read,random,16,131072,512,4096,212.82,4698804,71
PMEM,write,random,16,262144,512,2048,672.887,1486133,22
PMEM,read,random,16,262144,512,2048,212.775,4699802,71
PMEM,write,random,16,524288,512,1024,644.95,1550507,23
PMEM,read,random,16,524288,512,1024,212.427,4707504,71
PMEM,write,random,16,1048576,512,512,598.273,1671476,25
PMEM,read,random,16,1048576,512,512,230.703,4334575,66
PMEM,write,random,32,32,512,16777216,243.184,4112114,125
PMEM,read,random,32,32,512,16777216,223.511,4474047,136
PMEM,write,random,32,64,512,8388608,242.964,4115836,125
PMEM,read,random,32,64,512,8388608,217.283,4602302,140
PMEM,write,random,32,128,512,4194304,243.167,4112398,125
PMEM,read,random,32,128,512,4194304,218.365,4579498,139
PMEM,write,random,32,256,512,2097152,245.84,4067694,124
PMEM,read,random,32,256,512,2097152,215.422,4642048,141
PMEM,write,random,32,512,512,1048576,258.642,3866341,117
PMEM,read,random,32,512,512,1048576,221.334,4518064,137
PMEM,write,random,32,1024,512,524288,293.305,3409423,104
PMEM,read,random,32,1024,512,524288,225.566,4433285,135
PMEM,write,random,32,2048,512,262144,397.753,2514120,76
PMEM,read,random,32,2048,512,262144,222.028,4503929,137
PMEM,write,random,32,4096,512,131072,398.157,2511572,76
PMEM,read,random,32,4096,512,131072,218.628,4573979,139
PMEM,write,random,32,8192,512,65536,764.157,1308631,39
PMEM,read,random,32,8192,512,65536,219.304,4559889,139
PMEM,write,random,32,16384,512,32768,778.668,1284244,39
PMEM,read,random,32,16384,512,32768,225.023,4443989,135
PMEM,write,random,32,32768,512,16384,771.826,1295628,39
PMEM,read,random,32,32768,512,16384,240.366,4160326,126
PMEM,write,random,32,65536,512,8192,747.203,1338323,40
PMEM,read,random,32,65536,512,8192,226.392,4417113,134
PMEM,write,random,32,131072,512,4096,675.81,1479705,45
PMEM,read,random,32,131072,512,4096,267.44,3739150,114
PMEM,write,random,32,262144,512,2048,674.652,1482244,45
PMEM,read,random,32,262144,512,2048,218.381,4579155,139
PMEM,write,random,32,524288,512,1024,645.061,1550242,47
PMEM,read,random,32,524288,512,1024,223.324,4477794,136
PMEM,write,random,32,1048576,512,512,611.172,1636200,49
PMEM,read,random,32,1048576,512,512,240.254,4162263,127
PMEM,write,random,64,64,512,8388608,321.468,3110726,189
PMEM,read,random,64,64,512,8388608,227.859,4388673,267
PMEM,write,random,64,128,512,4194304,318.628,3138454,191
PMEM,read,random,64,128,512,4194304,224.856,4447281,271
PMEM,write,random,64,256,512,2097152,317.183,3152754,192
PMEM,read,random,64,256,512,2097152,234.225,4269398,260
PMEM,write,random,64,512,512,1048576,329.761,3032494,185
PMEM,read,random,64,512,512,1048576,231.626,4317299,263
PMEM,write,random,64,1024,512,524288,364.645,2742394,167
PMEM,read,random,64,1024,512,524288,233.754,4277998,261
PMEM,write,random,64,2048,512,262144,476.133,2100255,128
PMEM,read,random,64,2048,512,262144,223.453,4475217,273
PMEM,write,random,64,4096,512,131072,468.876,2132760,130
PMEM,read,random,64,4096,512,131072,232.594,4299341,262
PMEM,write,random,64,8192,512,65536,760.962,1314125,80
PMEM,read,random,64,8192,512,65536,223.436,4475559,273
PMEM,write,random,64,16384,512,32768,777.509,1286158,78
PMEM,read,random,64,16384,512,32768,232.79,4295708,262
PMEM,write,random,64,32768,512,16384,766.454,1304709,79
PMEM,read,random,64,32768,512,16384,225.667,4431310,270
PMEM,write,random,64,65536,512,8192,749.342,1334504,81
PMEM,read,random,64,65536,512,8192,232.927,4293192,262
PMEM,write,random,64,131072,512,4096,677.259,1476539,90
PMEM,read,random,64,131072,512,4096,227.251,4400421,268
PMEM,write,random,64,262144,512,2048,667.543,1498030,91
PMEM,read,random,64,262144,512,2048,239.994,4166776,254
PMEM,write,random,64,524288,512,1024,646.368,1547105,94
PMEM,read,random,64,524288,512,1024,222.981,4484678,273
PMEM,write,random,64,1048576,512,512,597.223,1674417,102
PMEM,read,random,64,1048576,512,512,241.898,4133966,252
PMEM,write,random,128,128,512,4194304,371.296,2693268,328
PMEM,read,random,128,128,512,4194304,440.622,2269518,277
PMEM,write,random,128,256,512,2097152,342.221,2922086,356
PMEM,read,random,128,256,512,2097152,327.375,3054600,372
PMEM,write,random,128,512,512,1048576,343.227,2913524,355
PMEM,read,random,128,512,512,1048576,457.258,2186949,266
PMEM,write,random,128,1024,512,524288,386.472,2587509,315
PMEM,read,random,128,1024,512,524288,325.549,3071734,374
PMEM,write,random,128,2048,512,262144,487.884,2049667,250
PMEM,read,random,128,2048,512,262144,454.303,2201172,268
PMEM,write,random,128,4096,512,131072,483.017,2070320,252
PMEM,read,random,128,4096,512,131072,327.896,3049743,372
PMEM,write,random,128,8192,512,65536,772.84,1293928,157
PMEM,read,random,128,8192,512,65536,455.759,2194140,267
PMEM,write,random,128,16384,512,32768,788.132,1268823,154
PMEM,read,random,128,16384,512,32768,323.629,3089961,377
PMEM,write,random,128,32768,512,16384,777.751,1285757,156
PMEM,read,random,128,32768,512,16384,433.78,2305316,281
PMEM,write,random,128,65536,512,8192,760.151,1315528,160
PMEM,read,random,128,65536,512,8192,324.024,3086193,376
PMEM,write,random,128,131072,512,4096,688.418,1452605,177
PMEM,read,random,128,131072,512,4096,431.162,2319311,283
PMEM,write,random,128,262144,512,2048,696.493,1435765,175
PMEM,read,random,128,262144,512,2048,313.916,3185570,388
PMEM,write,random,128,524288,512,1024,674.434,1482725,180
PMEM,read,random,128,524288,512,1024,434.619,2300865,280
PMEM,write,random,128,1048576,512,512,649.094,1540609,188
PMEM,read,random,128,1048576,512,512,330.006,3030249,369
PMEM,write,random,256,256,512,2097152,441.273,2266168,553
PMEM,read,random,256,256,512,2097152,655.874,1524682,372
PMEM,write,random,256,512,512,1048576,434.012,2304082,562
PMEM,read,random,256,512,512,1048576,723.105,1382925,337
PMEM,write,random,256,1024,512,524288,460.239,2172783,530
PMEM,read,random,256,1024,512,524288,714.321,1399930,341
PMEM,write,random,256,2048,512,262144,537.772,1859523,453
PMEM,read,random,256,2048,512,262144,676.631,1477909,360
PMEM,write,random,256,4096,512,131072,534.203,1871946,457
PMEM,read,random,256,4096,512,131072,707.092,1414243,345
PMEM,write,random,256,8192,512,65536,819.516,1220232,297
PMEM,read,random,256,8192,512,65536,716.895,1394903,340
PMEM,write,random,256,16384,512,32768,831.169,1203125,293
PMEM,read,random,256,16384,512,32768,715.692,1397249,341
PMEM,write,random,256,32768,512,16384,823.093,1214930,296
PMEM,read,random,256,32768,512,16384,692.985,1443031,352
PMEM,write,random,256,65536,512,8192,814.517,1227721,299
PMEM,read,random,256,65536,512,8192,663.041,1508203,368
PMEM,write,random,256,131072,512,4096,755.296,1323983,323
PMEM,read,random,256,131072,512,4096,733.19,1363902,332
PMEM,write,random,256,262144,512,2048,752.967,1328078,324
PMEM,read,random,256,262144,512,2048,712.674,1403165,342
PMEM,write,random,256,524288,512,1024,749.35,1334490,325
PMEM,read,random,256,524288,512,1024,728.787,1372142,334
PMEM,write,random,256,1048576,512,512,722.438,1384202,337
PMEM,read,random,256,1048576,512,512,716.982,1394734,340
PMEM,write,random,512,512,512,1048576,719.368,1390108,678
PMEM,read,random,512,512,512,1048576,1312.87,761690,371
PMEM,write,random,512,1024,512,524288,729.819,1370203,669
PMEM,read,random,512,1024,512,524288,1308.1,764469,373
PMEM,write,random,512,2048,512,262144,784.567,1274588,622
PMEM,read,random,512,2048,512,262144,1317.37,759085,370
PMEM,write,random,512,4096,512,131072,783.049,1277059,623
PMEM,read,random,512,4096,512,131072,1312.81,761724,371
PMEM,write,random,512,8192,512,65536,934.352,1070259,522
PMEM,read,random,512,8192,512,65536,1331.78,750875,366
PMEM,write,random,512,16384,512,32768,942.825,1060641,517
PMEM,read,random,512,16384,512,32768,1423.35,702566,343
PMEM,write,random,512,32768,512,16384,926.255,1079616,527
PMEM,read,random,512,32768,512,16384,1389.66,719598,351
PMEM,write,random,512,65536,512,8192,926.535,1079290,526
PMEM,read,random,512,65536,512,8192,1309.01,763937,373
PMEM,write,random,512,131072,512,4096,914.152,1093910,534
PMEM,read,random,512,131072,512,4096,1306.72,765276,373
PMEM,write,random,512,262144,512,2048,940.011,1063817,519
PMEM,read,random,512,262144,512,2048,1313.5,761323,371
PMEM,write,random,512,524288,512,1024,911.37,1097249,535
PMEM,read,random,512,524288,512,1024,1316.29,759712,370
PMEM,write,random,512,1048576,512,512,897.75,1113895,543
PMEM,read,random,512,1048576,512,512,1308.45,764263,373
PMEM,write,random,1024,1024,512,524288,1080.33,925640,903
PMEM,read,random,1024,1024,512,524288,2621.84,381411,372
PMEM,write,random,1024,2048,512,262144,1254.27,797275,778
PMEM,read,random,1024,2048,512,262144,2618.89,381840,372
PMEM,write,random,1024,4096,512,131072,1083.35,923063,901
PMEM,read,random,1024,4096,512,131072,2626.81,380690,371
PMEM,write,random,1024,8192,512,65536,1364.56,732834,715
PMEM,read,random,1024,8192,512,65536,2624.7,380995,372
PMEM,write,random,1024,16384,512,32768,1356.78,737037,719
PMEM,read,random,1024,16384,512,32768,2657.34,376316,367
PMEM,write,random,1024,32768,512,16384,1363.87,733209,716
PMEM,read,random,1024,32768,512,16384,2645.32,378026,369
PMEM,write,random,1024,65536,512,8192,1352.86,739173,721
PMEM,read,random,1024,65536,512,8192,2633.13,379776,370
PMEM,write,random,1024,131072,512,4096,1351.88,739710,722
PMEM,read,random,1024,131072,512,4096,2647.6,377700,368
PMEM,write,random,1024,262144,512,2048,1355.44,737767,720
PMEM,read,random,1024,262144,512,2048,2612.43,382784,373
PMEM,write,random,1024,524288,512,1024,1365.47,732348,715
PMEM,read,random,1024,524288,512,1024,2643.62,378269,369
PMEM,write,random,1024,1048576,512,512,1335.89,748563,731
PMEM,read,random,1024,1048576,512,512,2671.39,374336,365
PMEM,write,random,8,8,1024,134217728,243.307,4110026,31
PMEM,read,random,8,8,1024,134217728,214.308,4666176,35
PMEM,write,random,8,16,1024,67108864,243.372,4108935,31
PMEM,read,random,8,16,1024,67108864,213.16,4691304,35
PMEM,write,random,8,32,1024,33554432,243.398,4108499,31
PMEM,read,random,8,32,1024,33554432,213.788,4677521,35
PMEM,write,random,8,64,1024,16777216,243.945,4099284,31
PMEM,read,random,8,64,1024,16777216,214.209,4668339,35
PMEM,write,random,8,128,1024,8388608,242.688,4120514,31
PMEM,read,random,8,128,1024,8388608,216.193,4625500,35
PMEM,write,random,8,256,1024,4194304,239.124,4181926,31
PMEM,read,random,8,256,1024,4194304,211.886,4719509,36
PMEM,write,random,8,512,1024,2097152,247.726,4036725,30
PMEM,read,random,8,512,1024,2097152,212.867,4697769,35
PMEM,write,random,8,1024,1024,1048576,294.412,3396595,25
PMEM,read,random,8,1024,1024,1048576,222.3,4498430,34
PMEM,write,random,8,2048,1024,524288,399.124,2505488,19
PMEM,read,random,8,2048,1024,524288,216.171,4625957,35
PMEM,write,random,8,4096,1024,262144,397.804,2513803,19
PMEM,read,random,8,4096,1024,262144,221.163,4521553,34
PMEM,write,random,8,8192,1024,131072,768.825,1300685,9
PMEM,read,random,8,8192,1024,131072,212.262,4711162,35
PMEM,write,random,8,16384,1024,65536,787.524,1269802,9
PMEM,read,random,8,16384,1024,65536,211.879,4719680,36
PMEM,write,random,8,32768,1024,32768,772.869,1293879,9
PMEM,read,random,8,32768,1024,32768,212.13,4714089,35
PMEM,write,random,8,65536,1024,16384,749.336,1334514,10
PMEM,read,random,8,65536,1024,16384,214.589,4660081,35
PMEM,write,random,8,131072,1024,8192,676.606,1477964,11
PMEM,read,random,8,131072,1024,8192,212.364,4708895,35
PMEM,write,random,8,262144,1024,4096,677.873,1475203,11
PMEM,read,random,8,262144,1024,4096,212.199,4712563,35
PMEM,write,random,8,524288,1024,2048,667.347,1498470,11
PMEM,read,random,8,524288,1024,2048,212.502,4705828,35
PMEM,write,random,8,1048576,1024,1024,648.54,1541924,11
PMEM,read,random,8,1048576,1024,1024,213.5,4683840,35
PMEM,write,random,16,16,1024,67108864,244.076,4097083,62
PMEM,read,random,16,16,1024,67108864,213.552,4682704,71
PMEM,write,random,16,32,1024,33554432,244.01,4098189,62
PMEM,read,random,16,32,1024,33554432,214.206,4668402,71
PMEM,write,random,16,64,1024,16777216,243.706,4103305,62
PMEM,read,random,16,64,1024,16777216,212.98,4695280,71
PMEM,write,random,16,128,1024,8388608,241.762,4136304,63
PMEM,read,random,16,128,1024,8388608,215.916,4631424,70
PMEM,write,random,16,256,1024,4194304,240.097,4164980,63
PMEM,read,random,16,256,1024,4194304,213.108,4692446,71
PMEM,write,random,16,512,1024,2097152,247.39,4042195,61
PMEM,read,random,16,512,1024,2097152,213.005,4694718,71
PMEM,write,random,16,1024,1024,1048576,293.214,3410479,52
PMEM,read,random,16,1024,1024,1048576,212.076,4715301,71
PMEM,write,random,16,2048,1024,524288,397.947,2512897,38
PMEM,read,random,16,2048,1024,524288,212.292,4710503,71
PMEM,write,random,16,4096,1024,262144,396.349,2523026,38
PMEM,read,random,16,4096,1024,262144,213.944,4674130,71
PMEM,write,random,16,8192,1024,131072,766.951,1303863,19
PMEM,read,random,16,8192,1024,131072,213.232,4689732,71
PMEM,write,random,16,16384,1024,65536,784.29,1275039,19
PMEM,read,random,16,16384,1024,65536,215.328,4644070,70
PMEM,write,random,16,32768,1024,32768,773.079,1293529,19
PMEM,read,random,16,32768,1024,32768,232.782,4295861,65
PMEM,write,random,16,65536,1024,16384,750.271,1332852,20
PMEM,read,random,16,65536,1024,16384,222.856,4487193,68
PMEM,write,random,16,131072,1024,8192,674.72,1482096,22
PMEM,read,random,16,131072,1024,8192,231.301,4323374,65
PMEM,write,random,16,262144,1024,4096,677.123,1476835,22
PMEM,read,random,16,262144,1024,4096,220.521,4534720,69
PMEM,write,random,16,524288,1024,2048,667.976,1497059,22
PMEM,read,random,16,524288,1024,2048,211.369,4731070,72
PMEM,write,random,16,1048576,1024,1024,638.353,1566532,23
PMEM,read,random,16,1048576,1024,1024,213.355,4687013,71
PMEM,write,random,32,32,1024,33554432,243.529,4106284,125
PMEM,read,random,32,32,1024,33554432,216.585,4617124,140
PMEM,write,random,32,64,1024,16777216,244.028,4097898,125
PMEM,read,random,32,64,1024,16777216,231.399,4321544,131
PMEM,write,random,32,128,1024,8388608,244.599,4088320,124
PMEM,read,random,32,128,1024,8388608,217.633,4594897,140
PMEM,write,random,32,256,1024,4194304,251.722,3972630,121
PMEM,read,random,32,256,1024,4194304,215.281,4645081,141
PMEM,write,random,32,512,1024,2097152,258.831,3863529,117
PMEM,read,random,32,512,1024,2097152,214.253,4667377,142
PMEM,write,random,32,1024,1024,1048576,293.608,3405905,103
PMEM,read,random,32,1024,1024,1048576,214.364,4664954,142
PMEM,write,random,32,2048,1024,524288,397.679,2514590,76
PMEM,read,random,32,2048,1024,524288,215.13,4648355,141
PMEM,write,random,32,4096,1024,262144,396.655,2521081,76
PMEM,read,random,32,4096,1024,262144,215.403,4642468,141
PMEM,write,random,32,8192,1024,131072,765.747,1305915,39
PMEM,read,random,32,8192,1024,131072,215.135,4648241,141
PMEM,write,random,32,16384,1024,65536,781.909,1278921,39
PMEM,read,random,32,16384,1024,65536,215.775,4634455,141
PMEM,write,random,32,32768,1024,32768,772.16,1295068,39
PMEM,read,random,32,32768,1024,32768,214.234,4667782,142
PMEM,write,random,32,65536,1024,16384,751.015,1331531,40
PMEM,read,random,32,65536,1024,16384,215.496,4640465,141
PMEM,write,random,32,131072,1024,8192,676.788,1477568,45
PMEM,read,random,32,131072,1024,8192,214.677,4658158,142
PMEM,write,random,32,262144,1024,4096,680.524,1469454,44
PMEM,read,random,32,262144,1024,4096,232.853,4294563,131
PMEM,write,random,32,524288,1024,2048,662.28,1509934,46
